,LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location,Lat,Long
192,LB-99117,THE GROMIT GROUP LLC,,(1) 10:30 P.M. last service on patio with an 11:00 P.M. Closing. (2) New addition (Restaurant) service of Alcohol with food only and Midnight closing. (3) Attendant on duty in parking lot on nights with live Entertainment 11:00 P.M. until closing.,Two unique dining/cocktail bar spaces with semi open kitchen in licensed space on entire first floor of 69-81 Kilmarnock Street. One dining space will be used as semi private room and when not in use will open to the main dining area to provide more seating. Seasonal outdoor patio on private setback,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,330,THE GROMIT GROUP LLC,(781)710-8405,69.0,81.0,  Kilmarnock ST,Boston,MA,2215,"['42.34258', '-71.09953']",42.34258,-71.09953
193,LB-99634,"TERIYAKI HOUSE, INC.",TERIYAKI HOUSE,(1) NO BAR. (2) ALCOHOL WITH FOOD ONLY.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND SUSHI BAR; STORAGE IN THE REAR.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,1:00 AM,1:30 AM,18,"TERIYAKI HOUSE, INC.",,32.0,,W Broadway ,South Boston,MA,2127,"['42.342726', '-71.056371']",42.342726,-71.056371
194,LB-99713,"TRIPLE PS, LLC",THE MAIDEN,99 Person Tables  Chairs  40 Standing-First Floor,IN ONE FLOOR WITH KITCHEN  DINING ROOM  BAR WITH SEATING  TWO ENTRANCES  TWO EXITS AND 80 SEATS.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,1:00 AM,1:30 AM,139,"TRIPLE PS, LLC",(617)869-0488,28.0,,W Broadway ,South Boston,MA,2127,"['42.342726', '-71.056519']",42.342726,-71.056519
195,LB-99027,"Twleve22, LLC.",,* Alcohol service on outdoor terrace with food only * Closing hours of outdoor terrace Sunday - Wednesday at 10:00 PM  Thursday at 11:00 PM and Friday - Saturday at Midnight. Also  to operate one (1) coin operated pool table to be exercised on the premises.,In two rooms on first floor with a capacity of 200 and additional seasonal seating on outdoor terrace with a capacity of 100.  Kitchen and storage in basement; main egress on Washington Street with additional egress onto terrace and in rear of premises. CAPACITY BREAKDOWN: 181 INSIDE  103 OUTSIDE.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,181,"Twelve 22, LLC",,1222.0,,  Washington ST,Roxbury,MA,2118,"['42.342794', '-71.066726']",42.342794,-71.066726
196,LB-99579,HOUSE OF SIAM INC.,HOUSE OF SIAM ON TREMONT,PATIO HOURS: MONDAY - THURSDAY 11:00 A.M. - 10:00 P.M.; FRIDAY 11:00 A.M. - 11:00 P.M.; SATURDAY NOON - 11:00 P.M.; SUNDAY NOON - 10:00 P.M.,IN ONE ROOM ON THE FIRST FLOORWITH KITCHEN IN THE REAR AND STORAGE IN BASEMENT.  INCLUDES AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 9 PATRONS ON PRIVATE PROPERTY.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,30,HOUSE OF SIAM INC.,,,592.0,  Tremont ST,Roxbury,MA,2118,"['42.342912', '-71.072994']",42.342912,-71.072994
197,LB-99214,MCBOIS LIMITED,FRANKLIN CAFÉ,,Rear entrance to cellar from yard for stock; in one room and kitchen on first floor; cellar for stock.,12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,40,MCBOIS LIMITED,,278.0,,  Shawmut AV,Roxbury,MA,2118,"['42.342938', '-71.06889']",42.342938,-71.06889
198,LB-99244,"THORNTON COMPANIES, INC.",THORNTON'S FENWAY GRILLE,1. Service of All Alcoholic beverages with food only. 2. Patio to close at 11:00 P.M.,In two rooms and kitchen on the first floor  storage and prep area in the basement; Also seasonal patio.  Capacity breakdown: 23 @ bar stools; 48 @ tables and chairs; 23 standing.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,94,"THORNTON COMPANIES, INC.",,100.0,,  Peterborough ST,Boston,MA,2215,"['42.342993', '-71.099359']",42.342993,-71.099359
199,LB-99679,"SSJHP, INC.",SWISH SHABU,NONE,THE STORE FRONT IS THE MOST NORTHEAST SECTION OF THE BUILDING ON 84-100 PETERBOROUGH STREET BOSTON  MA 02215.  THE LOCATION IS ROUGHLY 1600 SQUARE FEET.  2 ENTRY/EXITS ON THE FIRST FLOOR IN THE FRONT OF THE BUILDING.  EXIT IN BACK OF THE BUILDING IN THE BASEMENT FOR DELIVERY.  THE MAIN KITCHEN IS IN,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,MIDNIGHT,12:30 AM,58,"SSJHP, INC.",,84.0,,  Peterborough ST,Boston,MA,2215,"['42.343135', '-71.098841']",42.343135,-71.098841
200,LB-99542,D & G BROTHERS LLC,ICHIBAN YAKITORI SUSHI HOUSE,NONE,One room and kitchen on the first floor and one room in basement for stock.,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,76,D & G BROTHERS LLC,,,14.0,  Westland AV,Boston,MA,2115,"['42.343204', '-71.086749']",42.343204,-71.086749
201,LB-99535,"BAMBOO, INC.",BAMBOO,1. MIDNIGHT CLOSING HOUR. 2. NO BAR  5 SEAT COUNTER ALLOWED.3. MALT & WINE WITH MEALS ONLY AT TABLES & COUNTER.,IN ONE ROOM ON THE FIRST FLOOR  KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,MIDNIGHT,12:30 AM,49,"BAMBOO, INC.",,1616.0,1616.0,  Commonwealth AV,Brighton,MA,2135,"['42.343246', '-71.142709']",42.343246,-71.142709
202,LB-99434,"MELA GROUP, INC.",,1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,IN FOUR ROOMS ON STREET LEVEL WITH KITCHEN; BASEMENT FOR STORAGE.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,49,"MELA GROUP, INC.",,574.0,578.0, Tremont St,Roxbury,MA,2118,"['42.343257', '-71.072509']",42.343257,-71.072509
203,LB-99486,"OISHII, INC.",OISHII SUSHI BAR,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR,IN THREE ROOMS ON FIRST FLOOR WITH DINING  BAR AND KITCHEN  STORAGE IN THE REAR; IN ONE ROOM IN BASEMENT FOR DINING AND OFFICE AND TO INCLUDE A SEASONAL OUTDOOR PATIO FROM APRIL THROUGH OCTOBER FOR 30 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 10:30 P.M.  Capacity breakdown: 1st fl - 60; basement - 3,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7ALR,CV7 All Alc. Restrict.,,1:00 AM,1:30 AM,90,"OISHII, INC.",,1166.0,,  Washington ST,Roxbury,MA,2118,"['42.34333', '-71.06601']",42.34333,-71.06601
204,LB-99730,"LES AMIS RESTAURANT, INC.",TASCA,Malt  wine andliqueurs to be served only in conjunction with meals.,IN TWO ROOMS ON THE FIRST FLOOR WITH KITCHEN IN THE REAR; CELLAR FOR STOCK.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,MIDNIGHT,12:30 AM,96,"LES AMIS RESTAURANT, INC.",,1610.0,,  Commonwealth AV,Brighton,MA,2135,"['42.343355', '-71.142631']",42.343355,-71.142631
205,LB-99375,"AREA FOUR CENTRAL OPERATING, LLC",A4,NONE,First floor indoor restaurant  including Restaurant Dining Area (+/- 1 251 SF) with seating for eighty-seven (87) patrons and Bar Dining Area (+/- 682 SF) with seating for thirty-four (34) patrons. Kitchen in rear with back of house (+/- 1 361). Outdoor Patio Area (+/- 367 SF) with seating for twent,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,0,"AREA FOUR CENTRAL OPERATING, LLC",,275.0,,  Albany ST,Roxbury,MA,2118,"['42.343759', '-71.062729']",42.343759,-71.062729
206,LB-99783,552 TREMONT LLC,THE BUTCHER SHOP,NONE,IN ONE ROOM ON THE FIRST FLOOR CAFE AND KITCHEN  ENTRANCE/EXIT TREMONT STREET AND WALTHAM STREET; BASEMENT FOR STORAGE.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,1:00 AM,1:30 AM,30,552 TREMONT LLC,,552.0,,  Tremont ST,Roxbury,MA,2118,"['42.34376', '-71.07146']",42.34376,-71.07146
207,LB-99842,"MYERS & CHANG, LLC",,A.) NO BAR  B.) ALCOHOL WITH FOOD ONLY,IN ONE ROOM WITH DINING ROOM AND KITCHEN IN THE REAR  STORAGE IN THE BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - OCTOBER FOR 12 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWLR,CV7 Malt Wine Liq. Restrict.,,MIDNIGHT,12:30 AM,75,"MYERS & CHANG, LLC",,1143.0,1149.0,  Washington ST,Roxbury,MA,2118,"['42.3438', '-71.06631']",42.3438,-71.06631
208,LB-99423,"569 TREMONT, INC.",AQUITAINE,NONE,569 TREMONT ST.: IN ONE ROOM ON FIRST FLOOR WITH AN OPEN KITCHEN  ONE ROOM IN THE BASEMENT WITH A KITCHEN AND STORAGE ROOM..,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,72,"569 TREMONT, INC.",,569.0,,  Tremont ST,Roxbury,MA,2118,"['42.343801', '-71.07235']",42.343801,-71.07235
209,LB-99782,550 TREMONT LLC,B&G OYSTERS LTD,NONE,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT  TO INCLUDE A SEASONAL OUTDOOR PATIO FROM APRIL THROUGH OCTOBER ON PRIVATE PROPERTY FOR 22 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,1:00 AM,1:30 AM,38,550 TREMONT LLC,,550.0,,  Tremont ST,Roxbury,MA,2116,"['42.343895', '-71.071263']",42.343895,-71.071263
210,LB-99000,ANCHOVIES ACQUISITION LIMITED PARTNERSHIP,ANCHOVIES,NONE,Rear entrance to basement from yard; in one room and kitchen on first floor; cellar for stock.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,64,ANCHOVIES ACQUISITION LIMITED PARTNERSHIP,,433.0,,  Columbus AV,Boston,MA,2116,"['42.344027', '-71.077869']",42.344027,-71.077869
211,LB-99768,COLUMBUS CORPORATION,GIACOMO'S RESTAURANT,WINES  MALT AND LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR.,IN ONE ROOM AND A KITCHEN ON THE FIRST FLOOR; STORAGE AND KITCHEN IN BASEMENT.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,39,COLUMBUS CORPORATION,,431.0,,  Columbus AV,Boston,MA,2116,"['42.344074', '-71.077812']",42.344074,-71.077812
212,LB-99859,"DRYDOCK CAFÉ, LLC",,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) NO BAR,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.  PURSUANT TO THE AUTHORITY CONTAINED IN CHAPTER 481 OF THE ACTS OF 1994.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWLR,CV7 Malt Wine Liq. Restrict.,,11:00 PM,11:30 PM,75,"DRYDOCK CAFÉ, LLC",,7.0,, Dry Dock Av,Boston,MA,2210,"['42.344287', '-71.036123']",42.344287,-71.036123
213,LB-99354,"RRG, LLC",BANYAN BAR & REFUGE,Alcoholic Beverages served only in conjunction with meals 1:00 A.M. Closing,IN ONE (1) ROOM ON FIRST FLOOR USED FOR DINING AND KITCHEN.  STORAGE AND PREP SINK IN BASEMENT  ALSO SEASONAL OUTDOOR PATIO ON TREMONT STREET FOR 50 OUTSIDE. MAIN ENTRANCE ON TREMONT STREET AND EMERGENCY EXIT TO ALLEY IN REAR.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,144,"RRG, LLC",,553.0,, Tremont St,Boston,MA,2116,"['42.344321', '-71.07184']",42.344321,-71.07184
214,LB-99437,MASSACHUSETTS CONVENTION CENTER AUTHORITY,MASSACHUSETTS CONVENTION CENTER AUTHORITY,A.) ALCOHOL SERVICE ONLY WITH CONVENTION EVENT.,IN WHOLE OF SAID BUILDING.  MANAGEMENT AGREEMENT APPROVED BETWEEN MASSACHUSETTS CONVENTION CENTER AUTHORITY & LEVY PREMIUM FOOD SERVICE LIMITED PARTNERSHIP.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,25000,MASSACHUSETTS CONVENTION CENTER AUTHORITY,,415.0,, Summer St,Boston,MA,2210,"['42.344449', '-71.044821']",42.344449,-71.044821
215,LB-99648,"B&T, LLC",PICCO,A.) PATIO CLOSING HOUR: 11:00 P.M.,FIRST FLOOR IN ONE ROOM  KITCHEN  REST ROOMS  STORAGE AREA WITH AN ENTRANCE AND EXIT TO TREMONT STREET AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 24 PATRONS.  DPW LAND,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,1:00 AM,1:30 AM,60,"B&T, LLC",,530.0,,  Tremont ST,Roxbury,MA,2116,"['42.344517', '-71.07018']",42.344517,-71.07018
216,LB-98936,"BASEBALL TAVERN, INC.",BASEBALL TAVERN,ROOFDECK CONDITIONS: 1.) ROOF DECK TO BE CLOSED AT MIDNIGHT  2.) NO BOTTLES (GLASS  ALUMINUM OR PLASTIC ) ALL ALCOHOL TO BE SERVED IN PLASTIC CUPS.  OUTDOOR PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) MUST BE STAFFED AT ALL TIMES.  3.) MIDNIGHT CLOSING HOUR ON PATIO.,WITH EMERGENCY EXITS; IN ONE ROOM  UTILITY KITCHEN  OFFICE & STOCKROOMS ON GROUND FLOOR; IN TWO ROOMS & KITCHEN ON FIRST FLOOR; IN ONE ROOM ON 2ND FLOOR; ROOF PATIO FOR 125 PATRONS & OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FROM APRIL THROUGH OCTOBER.  INSIDE CAPACITY BREAKDOWN: BASEMENT - 106; 1S,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,541,"BASEBALL TAVERN, INC.",,1270.0,,  Boylston ST,Boston,MA,2215,"['42.344648', '-71.096299']",42.344648,-71.096299
217,LB-99609,"REGAL CINEMAS, INC.",REGAL FENWAY STADIUM 13,NONE,AN 13 AUDITORIUM MOVIE THEATRE OF APPROXIMATELY 69 590 SQUARE FEET WITH CONCESSION AREA  LOBBY AND STORAGE  WITH 4 ENTRANCES AND 4 EXITS  SEATING FOR 3 048 PATRONS.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,1:00 AM,1:30 AM,3013,"REGAL CINEMAS, INC.",(508)278-2141,201.0,,  Brookline AV,Boston,MA,2215,"['42.344649', '-71.102201']",42.344649,-71.102201
218,LB-99676,TASTY BURGER CORPORATION,TASTY BURGER,NONE,ONE ROOM ON GROUND FLOOR WITH KITCHEN ON RIGHT SIDE AND HALLWAY TO RESTROOMS IN REAR; MAIN ENTRANCE ON BOYLSTON STREET AND EMERGENCY EXIT IN REAR; AND TO INCLUDE A SEASONAL OUTDOOR PATIO ALONG BOYLSTON STREET ON PRIVATE PROPERTY FOR 30 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  Capacity b,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,2:00 AM,2:30 AM,77,TASTY BURGER CORPORATION,(617)450-9000,1301.0,,  Boylston ST,Boston,MA,2215,"['42.344773', '-71.098278']",42.344773,-71.098278
219,LB-99247,"BARCELONA SOUTH END, LLC",BARCELONA,NONE,IN ONE (1) LARGE ROOM ON GROUND FLOOR WITH KITCHEN AND STORAGE IN THE REAR;  ENTRANCE/EXIT ON TREMONT STREET AND TO OUTDOOOR DINING AREA;  TO INCLUDE OUTDOOR DINING FOR 40 PATRONS ON PRIVATE PROPERTY.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,172,"BARCELONA SOUTH END, LLC",,525.0,,  Tremont ST,Boston,MA,2116,"['42.344859', '-71.070789']",42.344859,-71.070789
220,LB-101615,"HOJOKO, LLC",HOJOKO,NONE,HOTEL ON THREE (3) FLOORS.  BASEMENT: KITCHEN AND STORAGE.  FIRST FLOOR: INDOOR DINING-RESTAURANT BAR AND LOUNGE AREA (+/-1 177 SF) WITH SEATING FOR SIXTY-NINE (69); ADDITIONAL DINING AREA (+/-777 SF) WITH SEATING FOR FORTY-FOUR (44).  OUTDOOR DINING-RESTAURANT EXTERIOR PATIO #1 (+/-2 900 SF) WITH,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,,2:00 AM,,0,"HOJOKO, LLC",,1271.0,1275.0, Boylston St,Boston,MA,2215,"['42.345316', '-71.096927']",42.345316,-71.096927
221,LB-99369,"YARD HOUSE BOSTON FENWAY TRIANGLE, LLC",YARD HOUSE,CAPACITY BREAKDOWN: AREA 1-50 PERSONS BAR STOOLS; 259 - PERSONS TABLE & CHAIRS; 148-PERSONS STANDING; AREA 3-12 PERSONS BAR STOOLS; 68-PERSONS TABLE & CHAIRS; 30-PERSONS STANDING & 111 OUTSIDE STANDING ONLY. A.) 10:00 A.M. OPENING ON SUNDAYS TO SERVE ALCOHOL WITH BRUNCH.,126 BROOKLINE AVENUE  BOSTON; 1ST FLOOR COMMERCIAL UNIT CONSISTING OF APPROXIMATELY 12 808.11 SQUARE FEET INCLUDING DINING ROOMS  BAR AREAS  2 ANNUAL OUTDOOR PATIOS ON PRIVATE PROPERTY FOR 111 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 2:00 A.M.  KITCHEN  STORAGE ROOMS  BATHROOMS AND MULTIPLE EXITS/E,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,672,"YARD HOUSE BOSTON FENWAY TRIANGLE, LLC",,126.0,,  Brookline AV,Boston,MA,2215,"['42.34533', '-71.10015']",42.34533,-71.10015
222,LB-98909,"BL RESTAURANT OPERATIONS, LLC",BAR LOUIE TAVERN AND GRILL,NONE,121 BROOKLINE AVENUE  BOSTON:  FIRST FLOOR COMMERCIAL UNIT CONSISTING  OF APPROX. 5 809 S. F. INCLUDING DINING ROOM  BAR AREA  LOUNGE ROOM  KITCHEN  COOLER  STORAGE ROOMS  OFFICES  AND BATHROOMS; MAIN ENTRANCE/EXIT FOR PUBLIC AT FRONT  ONE EGRESS AT FRONT FOR EMERGENCIES  ONE EGRESS AT REAR FOR EMER,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,179,"BL RESTAURANT OPERATIONS, LLC",,121.0,,  Brookline AV,Boston,MA,2215,"['42.34575', '-71.10049']",42.34575,-71.10049
223,LB-99530,"PHO BASIL, INC.",,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,@ 177A MASSACHUSETTS AVENUE: Rear exit for emergency and stock; in one room on first floor with kitchen and stockroom.,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,12:30 AM,1:00 AM,60,"PHO BASIL, INC.",,177.0,,  Massachusetts AV,Boston,MA,2115,"['42.34577', '-71.08734']",42.34577,-71.08734
224,LB-99558,"FARANDOLE, LLC",,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR.,175 Massachusetts Avenue; Boston  MA 02115.  With 2 entrances/exits; 1 on Massachusetts Ave.  One in rear of the building  containing 1 dining room  1 kitchen  2 bathrooms  2 walk in coolers and 2 storage rooms.,11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:00 PM,11:30 PM,48,"FARANDOLE, LLC",(978)866-3663,175.0,,  Massachusetts AV,Boston,MA,2115,"['42.34583', '-71.08737']",42.34583,-71.08737
225,LB-99544,BANGKOK CITY CORPORATION,BANGKOK CITY,MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; CELLAR FOR STOCK.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,1:00 AM,1:30 AM,118,BANGKOK CITY CORPORATION,,167.0,171.0,  Massachusetts AV,Boston,MA,2115,"['42.345998', '-71.087473']",42.345998,-71.087473
226,LB-99044,"BOSTON TAVERN COMPANY, INC.",SCOFFLAW,NONE,"Tenant space ""D"" in one (1) room with dining area  bar  kitchen  storage  two (2) street level entrances and three (3) street level exits with seasonal patio (April-October)  on private property with 11pm closing hour on the patio.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,0,"BOSTON TAVERN COMPANY, INC.",(617)756-1644,300.0,, Harrison Av,Roxbury,MA,2118,"['42.346109', '-71.062993']",42.346109,-71.062993
227,LB-98966,"TKBMA, LLC",TILTED KILT PUB,NONE,Three rear exits for emergency and stock; in one enlarged room on the first floor; one room  stockroom and kitchen in basement.  Capacity breakdown: 1st fl - 300; down under - 142.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,442,"TKBMA, LLC",,96.0,98.0,  Brookline AV,Boston,MA,2215,"['42.34612', '-71.09929']",42.34612,-71.09929
228,LB-101660,"DIAMONDROCK BOSTON TENANT, LLC",WESTIN BOSTON WATERFRONT,NONE,MAIN ENTRANCE ON SUMMER STREET INTO LOBBY OF HOTEL; GUEST ROOMS ON FLOORS 4-17 TO THE RIGHT OF MAIN ENTRANCE; ON 3 FLOORS TO THE LEFT OF MAIN ENTRANCE: FIRST FLOOR EXHIBIT SPACE  8 FUNCTION ROOMS  PRE-FUNCTION AREA AND OUTDOOR TERRACE; 2ND FLOOR RETAIL SPACE  INTERIM FUNCTION SPACE  7 FUNCTION ROOMS,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,,2:00 AM,,0,"DIAMONDROCK BOSTON TENANT, LLC",,425.0,,  Summer ST,Boston,MA,2210,"['42.346219', '-71.043099']",42.346219,-71.043099
229,LB-99324,WICKED COMEDY LLC,LAUGH BOSTON,Set-up 1-299 Persons Table  Chairs; 101-Standing; Set-Up 2 Auditorium Style-298-Persons Seated; 102-Persons Standing;   Set-up 3-27-Persons Seated; 373-Persons Standing.,6000 SQ FOOT COMMERCIAL THEATER SPACE ON 2ND FLOOR OF HOTEL WITH THREE (3) MEANS OF ACCESS/EGRESS (TWO IN FRONT OF SPACE  ONE IN REAR); WITH STAGE  SEATING  AND BAR IN MAIN ROOM  AND RESTROOMS  BOX OFFICE  GREEN ROOM  AND STORAGE SPACE ADJACENT THERETO.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,400,WICKED COMEDY LLC,,425.0,,  Summer ST,Boston,MA,2210,"['42.346219', '-71.043099']",42.346219,-71.043099
230,LB-99041,"SEAPORT HOSPITALITY, INC.",,PATIO CLOSING HOUR: MIDNIGHT,IN ONE LARGE ROOM ON SECOND FLOOR (LOBBY) OF WESTIN HOTEL WATERFRONT; KITCHEN  STORAGE AND OFFICE ON FIRST FLOOR WITH SEASONAL OUTDOOR SEATING FOR 40 PERSONS ON PRIVATE PROPERTY.,12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,300,"SEAPORT HOSPITALITY, INC.",,425.0,,  Summer ST,Boston,MA,2210,"['42.346219', '-71.043099']",42.346219,-71.043099
231,LB-98998,"A.T.G., INC.",CLERYS,2 Valet Parking if exceeds 40,In two rooms  one to be a function room and kitchen on the first floor and one large function room in basement; also basement for storage with an increase in seating capacity.  Capacity breakdown: bar/lounge - 199; function room - 50; function room - 100.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,349,"A.T.G., INC.",,331.0,335.0,  Columbus AV,Boston,MA,2116,"['42.346243', '-71.0752']",42.346243,-71.0752
232,LB-99450,"RED ROCKETS, LLC",THE DELUX,1:00 A.M. CLOSING ON ALL DAYS,IN ONE ROOM AND KITCHEN ON FIRST FLOOR; CELLAR FOR STOCK.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,62,"RED ROCKETS, LLC",,100.0,,  Chandler ST,Boston,MA,2116,"['42.34626', '-71.07288']",42.34626,-71.07288
233,LB-99446,"COLUMBUS PARTNERS, INC.",CODA KITCHEN AND BAR,NONE,IN ONE ROOM ON FIRST FLOOR; REAR ROOM AND CELLAR FOR STOCK.,11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,70,"COLUMBUS PARTNERS, INC.",,329.0,,  Columbus AV,Boston,MA,2116,"['42.34632', '-71.075098']",42.34632,-71.075098
234,LB-99685,INTERNAL MATTER LLC,INTERNAL MATTER,NONE,In one room with kitchen  office and 2 handicap accessible restrooms. Entrance and exit on Channel Center Street and a rear exit on Medallion Avenue.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,MIDNIGHT,12:30,45,INTERNAL MATTER LLC,,35.0,,  Channel Center ST,Boston,MA,2210,"['42.346397', '-71.050561']",42.346397,-71.050561
